chunk_id,company,report_type,year,pdf_filename,chunk_index,page_start,page_end,section_title,token_count_estimate,word_count,char_count,citation,pdf_path,final_url
airbus::Airbus_Annual_Report_2024::0488,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,488,188,188,6.2.3.4 Pollution of water and pollution of living,331,255,1706,Airbus | Airbus_Annual_Report_2024.pdf | page 188,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0489,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,489,188,188,6.2.3.4 Pollution of water and pollution of living,496,387,2635,Airbus | Airbus_Annual_Report_2024.pdf | page 188,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0490,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,490,188,189,6.2.3.4 Pollution of water and pollution of living,499,390,2675,Airbus | Airbus_Annual_Report_2024.pdf | pages 188-189,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0491,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,491,188,189,6.2.3.4 Pollution of water and pollution of living,464,370,2534,Airbus | Airbus_Annual_Report_2024.pdf | pages 188-189,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0492,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,492,189,189,6.2.4.2 Policies (E3-1),446,351,2426,Airbus | Airbus_Annual_Report_2024.pdf | page 189,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0493,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,493,189,189,6.2.4.2 Policies (E3-1),381,284,1929,Airbus | Airbus_Annual_Report_2024.pdf | page 189,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0494,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,494,189,190,6.2.4.2 Policies (E3-1),497,404,2799,Airbus | Airbus_Annual_Report_2024.pdf | pages 189-190,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0495,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,495,189,190,6.2.4.2 Policies (E3-1),465,350,2325,Airbus | Airbus_Annual_Report_2024.pdf | pages 189-190,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0496,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,496,190,190,6.2.4.5 Metrics (E3-4),196,128,855,Airbus | Airbus_Annual_Report_2024.pdf | page 190,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0497,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,497,190,190,6.2.4.5 Metrics (E3-4),480,374,2544,Airbus | Airbus_Annual_Report_2024.pdf | page 190,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0498,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,498,190,191,6.2.4.5 Metrics (E3-4),483,372,2640,Airbus | Airbus_Annual_Report_2024.pdf | pages 190-191,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0499,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,499,190,191,6.2.4.5 Metrics (E3-4),495,332,2459,Airbus | Airbus_Annual_Report_2024.pdf | pages 190-191,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0500,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,500,191,192,6.2.5 ESRS E4 - Biodiversity and ecosystems,466,344,2388,Airbus | Airbus_Annual_Report_2024.pdf | pages 191-192,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0501,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,501,191,192,6.2.5 ESRS E4 - Biodiversity and ecosystems,490,396,2742,Airbus | Airbus_Annual_Report_2024.pdf | pages 191-192,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0502,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,502,192,192,6.2.6.1 Resource Use and Circular Economy IROs,484,382,2726,Airbus | Airbus_Annual_Report_2024.pdf | page 192,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0503,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,503,192,193,6.2.6.1 Resource Use and Circular Economy IROs,423,326,2382,Airbus | Airbus_Annual_Report_2024.pdf | pages 192-193,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0504,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,504,193,193,6.2.6.3 Resource inflows,435,316,2287,Airbus | Airbus_Annual_Report_2024.pdf | page 193,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0505,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,505,193,193,6.2.6.3 Resource inflows,473,367,2655,Airbus | Airbus_Annual_Report_2024.pdf | page 193,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0506,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,506,193,193,6.2.6.3 Resource inflows,426,372,2582,Airbus | Airbus_Annual_Report_2024.pdf | page 193,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0507,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,507,193,194,6.2.6.3 Resource inflows,457,375,2618,Airbus | Airbus_Annual_Report_2024.pdf | pages 193-194,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0508,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,508,194,194,6.2.6.3 Resource inflows,429,323,2169,Airbus | Airbus_Annual_Report_2024.pdf | page 194,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0509,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,509,194,194,6.2.6.3 Resource inflows,496,407,2789,Airbus | Airbus_Annual_Report_2024.pdf | page 194,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0510,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,510,194,195,6.2.6.3 Resource inflows,492,362,2548,Airbus | Airbus_Annual_Report_2024.pdf | pages 194-195,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0511,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,511,195,195,6.2.6.3 Resource inflows,479,340,2233,Airbus | Airbus_Annual_Report_2024.pdf | page 195,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0512,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,512,195,196,6.2.6.3 Resource inflows,374,283,1904,Airbus | Airbus_Annual_Report_2024.pdf | pages 195-196,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0513,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,513,196,196,6.2.7 EU Taxonomy - Disclosures,448,381,2584,Airbus | Airbus_Annual_Report_2024.pdf | page 196,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0514,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,514,196,196,6.2.7 EU Taxonomy - Disclosures,452,366,2564,Airbus | Airbus_Annual_Report_2024.pdf | page 196,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0515,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,515,196,196,6.2.7 EU Taxonomy - Disclosures,364,288,2092,Airbus | Airbus_Annual_Report_2024.pdf | page 196,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0516,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,516,196,197,6.2.7 EU Taxonomy - Disclosures,478,340,2493,Airbus | Airbus_Annual_Report_2024.pdf | pages 196-197,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0517,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,517,196,197,6.2.7 EU Taxonomy - Disclosures,400,303,2093,Airbus | Airbus_Annual_Report_2024.pdf | pages 196-197,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0518,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,518,197,197,6.2.7 EU Taxonomy - Disclosures,410,344,2299,Airbus | Airbus_Annual_Report_2024.pdf | page 197,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0519,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,519,197,197,6.2.7 EU Taxonomy - Disclosures,413,340,2371,Airbus | Airbus_Annual_Report_2024.pdf | page 197,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0520,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,520,197,197,6.2.7 EU Taxonomy - Disclosures,455,392,2690,Airbus | Airbus_Annual_Report_2024.pdf | page 197,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0521,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,521,197,197,6.2.7 EU Taxonomy - Disclosures,336,298,1932,Airbus | Airbus_Annual_Report_2024.pdf | page 197,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0522,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,522,197,198,6.2.7 EU Taxonomy - Disclosures,471,388,2396,Airbus | Airbus_Annual_Report_2024.pdf | pages 197-198,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0523,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,523,197,198,6.2.7 EU Taxonomy - Disclosures,417,332,2060,Airbus | Airbus_Annual_Report_2024.pdf | pages 197-198,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0524,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,524,198,198,6.2.7 EU Taxonomy - Disclosures,490,413,2814,Airbus | Airbus_Annual_Report_2024.pdf | page 198,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0525,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,525,198,198,6.2.7 EU Taxonomy - Disclosures,425,361,2410,Airbus | Airbus_Annual_Report_2024.pdf | page 198,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0526,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,526,198,198,6.2.7 EU Taxonomy - Disclosures,473,380,2605,Airbus | Airbus_Annual_Report_2024.pdf | page 198,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0527,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,527,198,199,6.2.7 EU Taxonomy - Disclosures,434,330,2392,Airbus | Airbus_Annual_Report_2024.pdf | pages 198-199,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0528,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,528,199,200,6.2.7 EU Taxonomy - Disclosures,496,376,2536,Airbus | Airbus_Annual_Report_2024.pdf | pages 199-200,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0529,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,529,200,200,6.2.7 EU Taxonomy - Disclosures,492,259,1529,Airbus | Airbus_Annual_Report_2024.pdf | page 200,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0530,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,530,200,200,6.2.7 EU Taxonomy - Disclosures,109,83,558,Airbus | Airbus_Annual_Report_2024.pdf | page 200,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0531,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,531,200,200,6.2.7 EU Taxonomy - Disclosures,80,70,475,Airbus | Airbus_Annual_Report_2024.pdf | page 200,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0532,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,532,200,200,6.2.7 EU Taxonomy - Disclosures,74,66,431,Airbus | Airbus_Annual_Report_2024.pdf | page 200,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0533,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,533,200,200,6.2.7 EU Taxonomy - Disclosures,496,386,2560,Airbus | Airbus_Annual_Report_2024.pdf | page 200,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0534,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,534,200,201,6.2.7 EU Taxonomy - Disclosures,496,377,2604,Airbus | Airbus_Annual_Report_2024.pdf | pages 200-201,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0535,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,535,201,201,6.2.7 EU Taxonomy - Disclosures,489,250,1509,Airbus | Airbus_Annual_Report_2024.pdf | page 201,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0536,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,536,201,201,6.2.7 EU Taxonomy - Disclosures,324,202,1223,Airbus | Airbus_Annual_Report_2024.pdf | page 201,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0537,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,537,201,201,6.2.7 EU Taxonomy - Disclosures,81,67,439,Airbus | Airbus_Annual_Report_2024.pdf | page 201,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0538,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,538,201,201,6.2.7 EU Taxonomy - Disclosures,496,386,2559,Airbus | Airbus_Annual_Report_2024.pdf | page 201,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0539,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,539,201,202,6.2.7 EU Taxonomy - Disclosures,500,382,2620,Airbus | Airbus_Annual_Report_2024.pdf | pages 201-202,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0540,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,540,202,202,6.2.7 EU Taxonomy - Disclosures,491,256,1562,Airbus | Airbus_Annual_Report_2024.pdf | page 202,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0541,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,541,202,202,6.2.7 EU Taxonomy - Disclosures,195,131,807,Airbus | Airbus_Annual_Report_2024.pdf | page 202,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0542,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,542,202,202,6.2.7 EU Taxonomy - Disclosures,86,73,482,Airbus | Airbus_Annual_Report_2024.pdf | page 202,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0543,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,543,202,202,6.2.7 EU Taxonomy - Disclosures,74,66,430,Airbus | Airbus_Annual_Report_2024.pdf | page 202,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0544,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,544,202,202,6.2.7 EU Taxonomy - Disclosures,68,63,412,Airbus | Airbus_Annual_Report_2024.pdf | page 202,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0545,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,545,202,202,6.2.7 EU Taxonomy - Disclosures,490,383,2541,Airbus | Airbus_Annual_Report_2024.pdf | page 202,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0546,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,546,202,203,6.2.7 EU Taxonomy - Disclosures,500,388,2645,Airbus | Airbus_Annual_Report_2024.pdf | pages 202-203,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0547,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,547,203,203,6.2.7.3 Alignment assessment - conditional use of substances,492,376,2626,Airbus | Airbus_Annual_Report_2024.pdf | page 203,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0548,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,548,203,204,6.2.7.3 Alignment assessment - conditional use of substances,453,332,2251,Airbus | Airbus_Annual_Report_2024.pdf | pages 203-204,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0549,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,549,204,204,6.3 Social Information,464,399,2758,Airbus | Airbus_Annual_Report_2024.pdf | page 204,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0550,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,550,204,204,6.3 Social Information,441,369,2599,Airbus | Airbus_Annual_Report_2024.pdf | page 204,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0551,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,551,204,205,6.3 Social Information,495,411,2990,Airbus | Airbus_Annual_Report_2024.pdf | pages 204-205,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0552,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,552,205,205,6.3.2 ESRS S1 - Own workforce,443,372,2611,Airbus | Airbus_Annual_Report_2024.pdf | page 205,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0553,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,553,205,206,6.3.2 ESRS S1 - Own workforce,477,391,2637,Airbus | Airbus_Annual_Report_2024.pdf | pages 205-206,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0554,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,554,206,206,6.3.2.3 Own workforce Policies (S1-1),463,383,2717,Airbus | Airbus_Annual_Report_2024.pdf | page 206,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0555,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,555,206,206,6.3.2.3 Own workforce Policies (S1-1),453,381,2823,Airbus | Airbus_Annual_Report_2024.pdf | page 206,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0556,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,556,206,207,6.3.2.3 Own workforce Policies (S1-1),488,365,2632,Airbus | Airbus_Annual_Report_2024.pdf | pages 206-207,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
